date,vix
2025-08-21,24.265
2025-08-22,22.616
2025-08-25,21.968
2025-08-26,23.232
2025-08-27,23.116
2025-08-28,25.586
2025-08-29,25.375
2025-09-01,24.889
2025-09-02,23.965
2025-09-03,23.883
2025-09-04,23.592
2025-09-05,24.333
2025-09-08,25.232
2025-09-09,24.053
2025-09-10,22.636
2025-09-11,20.978
2025-09-12,21.968
2025-09-15,20.977
2025-09-16,19.12
2025-09-17,20.207
2025-09-18,23.467
2025-09-19,23.289
2025-09-22,23.912
2025-09-23,23.563
2025-09-24,23.146
2025-09-25,23.967
2025-09-26,23.203
2025-09-29,23.096
2025-09-30,23.128
2025-10-01,22.224
2025-10-02,23.392
2025-10-03,23.066
2025-10-06,22.056
2025-10-07,22.827
